ACT Symbol,Company Name
NC,"NACCO Industries, Inc. Common Stock"
NCA,"Nuveen California Municipal Value Fund, Inc. Common Stock"
NCFT,"Norcraft Companies, Inc. Common Stock"
NCI,"Navigant Consulting, Inc. Common Stock"
NCR,NCR Corporation Common Stock
NCS,"NCI Building Systems, Inc. New Common Stock"
NCT,Newcastle Investment Corporation
NCT$B,Newcastle Investment Corporation Preferred Series B
NCT$C,Newcastle Investment Corporation Preferred Series C
NCT$D,Newcastle Invt Corp New PFD Ser D%
NCV,AllianzGI Convertible & Income Fund
NCZ,AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest
NDP,"Tortoise Energy Independence Fund, Inc. Common Stock"
NDRO,Enduro Royalty Trust Trust Units representing beneficial interest in the trust
NE,Noble Corporation Ordinary Shares (UK)
NEA,Nuveen AMT
NEE,"NextEra Energy, Inc. Common Stock"
NEE$C,"FPL Group, Inc. 5 7/8% Preferred Trust Securities"
NEE$G,"NextEra Energy, Inc. Series G Junior Subordinated Debenture due March 1, 2072"
NEE$H,"NextEra Energy, Inc. Series H Junior Subordinated Debentures due June 15, 2072"
NEE$I,"NextEra Energy, Inc. Series I Junior Subordinated Debentures due November 15, 2072"
NEE$J,"NextEra Energy, Inc. Series J Junior Subordinated Debentures due January 15, 2073"
NEE$O,"NextEra Energy, Inc. Units Expiring 09/01/2015"
NEE$P,"NextEra Energy, Inc. EQUITY UNIT"
NEFF,Neff Corporation Common Stock
NEM,Newmont Mining Corporation
NEP,"NextEra Energy Partners, LP Common Units representing limited partner interests"
NES,"Nuverra Environmental Solutions, Inc. Common Stock"
NEU,NewMarket Corp Common Stock
NEV,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest
NEWM,New Media Investment Group Inc. Common Stock
NEWR,"New Relic, Inc. Common Stock"
NFG,National Fuel Gas Company Common Stock
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund"
NFX,Newfield Exploration Company Common Stock
NGG,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares"
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests
NGLS,Targa Resources Partners LP Common Units Representing Limited Partnership Interests
NGS,"Natural Gas Services Group, Inc. Common Stock"
NGVC,"Natural Grocers by Vitamin Cottage, Inc. Common Stock"
NHF,NexPoint Credit Strategies Fund
NHI,"National Health Investors, Inc. Common Stock"
NI,NiSource Inc Common Stock
NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest
NIE,AllianzGI Equity & Convertible Income Fund
NIM,Nuveen Select Maturities Municipal Fund Common Stock
NIO,"Nuveen Municipal Opportunity Fund, Inc. Common Stock"
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest
NJ,Nidec Corporation (Nihon Densan Kabushiki Kaisha) American Depositary Shares
NJR,NewJersey Resources Corporation Common Stock
NKA,Niska Gas Storage Partners LLC Common Units Representing Limited Liability Company Interests
NKE,"Nike, Inc. Common Stock"
NKG,Nuveen Georgia Dividend Advantage Municipal Fund 2 Nuveen Georgia Dividend Advantage Municipal Fund 2 (the
NKX,Nuveen California AMT
NL,"NL Industries, Inc. Common Stock"
NLS,"Nautilus, Inc. Common Stock"
NLSN,Nielsen N.V. Common Stock
NLY,Annaly Capital Management Inc Common Stock
NLY$A,Annaly Capital Management Inc Preferred Stock Series A
NLY$C,Annaly Capital Management Inc 7.625% Series C Cumulative Redeemable Preferred Stock
NLY$D,Annaly Capital Management Inc Preferred Series D
NM,Navios Maritime Holdings Inc. Common Stock
NM$G,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perpetual Preferred Series G (Marshall Islands)
NM$H,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perp. Preferred Series H%
NMA,"Nuveen Municipal Advantage Fund, Inc. Common Stock"
NMBL,"Nimble Storage, Inc. Common Stock"
NMFC,New Mountain Finance Corporation Common Stock
NMI,"Nuveen Municipal Income Fund, Inc. Common Stock"
NMK$B,"Niagara Mohawk Holdings, Inc. Preferred Stock"
NMK$C,"Niagara Mohawk Holdings, Inc. Preferred Stock"
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests
NMO,"Nuveen Municipal Market Opportunity Fund, Inc. Common Stock"
NMR,Nomura Holdings Inc ADR American Depositary Shares
NMS,Nuveen Minnesota Municipal Income Fund Common Shares of Beneficial Interest
NMT,Nuveen Massachusetts Premium Income Municipal Fund Common Stock
NMY,Nuveen Maryland Premium Income Municipal Fund Common Stock
NNA,Navios Maritime Acquisition Corporation Common stock
NNC,Nuveen North Carolina Premium Income Municipal Fund Common Stock
NNI,"Nelnet, Inc. Common Stock"
NNN,National Retail Properties Common Stock
NNN$D,National Retail Properties Depositary Shares Representing 1/100th Preferred Series D
NNN$E,"National Retail Properties Depositary Shares, each representing a 1/100th interest in a share of 5.70% Series E Pfd."
NNP,"Nuveen New York Performance Plus Municipal Fund, Inc. Common Stock"
NNY,"Nuveen New York Municipal Value Fund, Inc. Common Stock"
NOA,"North American Energy Partners, Inc. Common Shares (no par)"
NOAH,Noah Holdings Limited
NOC,Northrop Grumman Corporation Common Stock
NOK,Nokia Corporation Sponsored American Depositary Shares
NOM$C,Nuveen Missouri Premium Income Municipal Fund MUNIFUND TERM PFD SHS SER 2015 (United States)
NOR,Noranda Aluminum Holding Corporation Common Stock
NORD,"Nord Anglia Education, Inc. Ordinary Shares"
NOV,"National Oilwell Varco, Inc. Common Stock"
NOW,"ServiceNow, Inc. Common Stock"
NP,"Neenah Paper, Inc. Common Stock"
NPD,China Nepstar Chain Drugstore Ltd American Depositary Shares
NPF,"Nuveen Premier Municipal Income Fund, Inc. Common Stock"
NPI,"Nuveen Premium Income Municipal Fund, Inc. Common Stock"
NPK,"National Presto Industries, Inc. Common Stock"
NPM,"Nuveen Premium Income Municipal Fund II, Inc. Common Stock"
NPO,Enpro Industries Inc
NPP,"Nuveen Performance Plus Municipal Fund, Inc. Common Stock"
NPT,"Nuveen Premium Income Municipal Fund IV, Inc. Common Stock"
NPTN,NeoPhotonics Corporation Common Stock
NPV,Nuveen Virginia Premium Income Municipal Fund Common Stock
NQ,"NQ Mobile Inc. American Depositary Shares, each representing five Class A common shares"
NQI,"Nuveen Quality Municipal Fund, Inc.  Common Stock"
NQM,"Nuveen Investment Quality Municipal Fund, Inc. Common Stock"
NQP,"Nuveen Pennsylvania Investment Quality Municipal Fund, Inc. Common Stock"
NQS,"Nuveen Select Quality Municipal Fund, Inc. Common Stock"
NQU,"Nuveen Quality Income Municipal Fund, Inc. Common Stock"
NR,"Newpark Resources, Inc. Common Stock"
NRF,NorthStar Realty Finance Corp. Common Stock (New)
NRF$A,Northstar Realty Finance Corp. 8.75% Series A Cumulative Redeemable Preferred Stock
NRF$B,Northstar Realty Finance Corp. Preferred Series B
NRF$C,Northstar Realty Finance Corp. Preferred Series C
NRF$D,Northstar Realty Finance Corp. 8.50% Series D Cumulative Redeemable Preferred Stock
NRF$E,Northstar Realty Finance Corp. Preferred Stock Series E
NRG,"NRG Energy, Inc. Common Stock"
NRK,Nuveen New York AMT
NRP,Natural Resource Partners LP Limited Partnership
NRT,North European Oil Royality Trust Common Stock
NRZ,New Residential Investment Corp. Common Stock
NS,Nustar Energy L.P.  Common Units
NSAM,"NorthStar Asset Management Group, Inc. Common Stock"
NSC,Norfolk Southern Corporation Common Stock
NSH,"Nustar GP Holdings, LLC Units"
NSL,Nuveen Senior Income Fund Common Stock
NSLP,New Source Energy Partners L.P. Common Units Representing Limited Partner Interests
NSM,Nationstar Mortgage Holdings Inc. Common Stock
NSP,"Insperity, Inc. Common Stock"
NSR,"Neustar, Inc. Neustar, Inc. Class A Common Stock"
NSS,"NuStar Logistics, L.P. 7.625% Fixed"
NTC,Nuveen Connecticut Premium Income Municipal Fund Common Stock
NTG,"Tortoise MLP Fund, Inc. Common Stock"
NTI,Northern Tier Energy LP Common Units representing Limited Partner Interests
NTL,"Nortel Inversora SA, ADR Common Stock"
NTP,Nam Tai Property Inc. Common Stock
NTT,Nippon Telegraph and Telephone Corporation Common Stock
NTX,Nuveen Texas Quality Income Municipal Fund Common Stock
NTX$C,Nuveen Texas Quality Income Municipal Fund Munifund Term Pfd Shs Ser 2013
NTZ,"Natuzzi, S.p.A."
NU,Northeast Utilities Common Stock
NUE,Nucor Corporation Common Stock
NUM,Nuveen Michigan Quality Income Municipal Fund Common Stock
NUO,Nuveen Ohio Quality Income Municipal Fund Common Stock
NUS,"Nu Skin Enterprises, Inc. Common Stock"
NUV,"Nuveen Municipal Value Fund, Inc. Common Stock"
NUW,Nuveen AMT
NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands)
NVO,Novo Nordisk A/S Common Stock
NVR,"NVR, Inc. Common Stock"
NVRO,Nevro Corp. Common Stock
NVS,Novartis AG Common Stock
NW$C,Natl Westminster Pfd Preferred Stock
NWE,NorthWestern Corporation Common Stock
NWHM,New Home Company Inc. (The) Common Stock
NWL,Newell Rubbermaid Inc. Common Stock
NWN,Northwest Natural Gas Company Common Stock
NWY,"New York & Company, Inc. New York & Company, Inc. Common Shares"
NX,Quanex Building Products Corporation Common Stock
NXC,Nuveen California Select Tax
NXJ,Nuveen New Jersey Dividend Advantage Municipal Fund Share of Beneficial Interest
NXJ$C,"Nuveen New Jersey Dividend Advantage Municipal Fund MuniFund Term Preferred Shares, 2.00% Series 2015, $10.00 Liquidation preference per share"
NXN,Nuveen New York Select Tax
NXP,Nuveen Select Tax Free Income Portfolio Common Stock
NXQ,Nuveen Select Tax Free Income Portfolio II Common Stock
NXR,Nuveen Select Tax Free Income Portfolio III Common Stock
NYCB,"New York Community Bancorp, Inc. Common Stock"
NYCB$U,"New York Community Bancorp, Inc. New York Community Capital Tr V (BONUSES)"
NYLD,"NRG Yield, Inc. Class A Common Stock"
NYRT,"New York REIT, Inc. Common Stock"
NYT,New York Times Company (The) Common Stock
O,Realty Income Corporation Common Stock
O$F,Realty Income Corporation Monthly Income Cumulative Red Preferred Stock Class F
OAK,"Oaktree Capital Group, LLC Class A Units Representing Limited Liability Company Interests"
OAKS,Five Oaks Investment Corp. Common Stock
OAKS$A,Five Oaks Investment Corp. 8.75% Series A Cumulative Redeemable Preferred Stock
OAS,Oasis Petroleum Inc. Common Stock
OB,"OneBeacon Insurance Group, Ltd. Class A Common Stock"
OC,Owens Corning Inc Common Stock New
OCIP,OCI Partners LP Common Units representing Limited Partner Interests
OCIR,OCI Resources LP Common Units representing Limited Partner Interests
OCN,Ocwen Financial Corporation NEW Common Stock
OCR,"Omnicare, Inc. Common Stock"
OCR$A,"Omnicare, Inc. Trust Preferred Income Equity Redeemable Securities (PIERS)"
OCR$B,"Omnicare, Inc. Omnicare Capital Trust II Series B 4.00% Trust Preferred Income Equity Redeemable Securities (PIERS)"
ODC,Oil
OEC,Orion Engineered Carbons S.A Common Shares
OFC,Corporate Office Properties Trust Common Stock
OFC$L,Corporate Office Properties Trust Preferred Series L
OFG,OFG Bancorp Common Stock
OFG$A,OFG Bancorp Preferred Stock
OFG$B,OFG Bancorp 7.0% Non Cumulative Monthly Income Preferred Stock Series B
OFG$D,OFG Bancorp 7.125% Non
OGE,OGE Energy Corporation Common Stock
OGS,"ONE Gas, Inc. Common Stock"
OHI,"Omega Healthcare Investors, Inc. Common Stock"
OI,Owens
OIA,Invesco Municipal Income Opportunities Trust Common Stock
OIBR,Oi S.A. American Depositary Shares (Each representing 1 Preferred Share)
OIBR.C,"Oi S.A. American Depositary Shares, (Each representing 1 Common Share)"
OII,"Oceaneering International, Inc. Common Stock"
OILT,"Oiltanking Partners, L.P. Common Units Representing Limited Partnership Interests"
OIS,"Oil States International, Inc. Common Stock"
OKE,"ONEOK, Inc. Common Stock"
OKS,"ONEOK Partners, L.P. Common Stock"
OLN,Olin Corporation Common Stock
OLP,"One Liberty Properties, Inc. Common Stock"
OMAM,OM Asset Management plc Ordinary Shares
OMC,Omnicom Group Inc. Common Stock
OME,Omega Protein Corporation Common Stock
OMG,"OM Group, Inc. Common Stock"
OMI,"Owens & Minor, Inc. Common Stock"
OMN,OMNOVA Solutions Inc. Common Stock
ONDK,"On Deck Capital, Inc. Common Stock"
ONE,"Higher One Holdings, Inc. Common Stock"
OPK,OPKO Health Inc. Common Stock
OPWR,"Opower, Inc. Common Stock"
OPY,"Oppenheimer Holdings, Inc. Class A Common Stock (DE)"
ORA,"Ormat Technologies, Inc. Common Stock"
ORAN,Orange
ORB,Orbital Sciences Corporation Common Stock
ORC,"Orchid Island Capital, Inc. Common Stock"
ORCL,Oracle Corporation Common Stock
ORI,Old Republic International Corporation Common Stock
ORN,Orion Marine Group Inc Common
OSK,Oshkosh Corporation (Holding Company)Common Stock
OUBS,UBS AG Common Stock
OUT,OUTFRONT Media Inc. Common Stock
OWW,"Orbitz Worldwide, Inc. Common Stock"
OXM,"Oxford Industries, Inc. Common Stock"
OXY,Occidental Petroleum Corporation Common Stock
OZM,Och
P,"Pandora Media, Inc. Common Stock"
PAA,"Plains All American Pipeline, L.P. Common Stock"
PAC,"Grupo Aeroportuario Del Pacifico, S.A. B. de C.V. Grupo Aeroportuario Del Pacifico, S.A. de C.V. (each representing 10 Series B shares)"
PACD,Pacific Drilling S.A. Common Shares
PAG,"Penske Automotive Group, Inc. Common Stock"
PAGP,"Plains Group Holdings, L.P. Class A Shares representing limited partner interests"
PAH,Platform Specialty Products Corporation Common Stock
PAI,Western Asset Income Fund Common Stock
PAM,Pampa Energia S.A. Pampa Energia S.A.
PANW,"Palo Alto Networks, Inc. Common Stock"
PAR,PAR Technology Corporation Common Stock
PAY,"Verifone Systems, Inc. Common Stock"
PAYC,"Paycom Software, Inc. Common Stock"
PB,"Prosperity Bancshares, Inc. Common Stock"
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada)
PBF,PBF Energy Inc. Class A Common Stock
PBFX,PBF Logistics LP Common Units representing limited partner interests
PBH,"Prestige Brand Holdings, Inc. Common Stock"
PBI,Pitney Bowes Inc. Common Stock
PBI$A,Pitney Bowes Inc 5.25% Notes due 2022
PBI$B,Pitney Bowes Inc 6.70% Notes Due 2043
PBR,Petroleo Brasileiro S.A.
PBR.A,Petroleo Brasileiro S.A.
PBT,Permian Basin Royalty Trust Common Stock
PBY,Pep Boys
PBYI,Puma Biotechnology Inc Common Stock
PCF,Putnam High Income Securities Fund Common Stock
PCG,Pacific Gas & Electric Co. Common Stock
PCI,PIMCO Dynamic Credit Income Fund Common Shares of Beneficial Interest
PCK,Pimco California Municipal Income Fund II Common Shares of Beneficial Interest
PCL,"Plum Creek Timber Company, Inc. Common Stock"
PCM,"PCM Fund, Inc. Common Stock"
PCN,Pimco Corporate & Income Strategy Fund Common Stock
PCP,Precision Castparts Corporation Common Stock
PCQ,PIMCO California Municipal Income Fund Common Stock
PDI,PIMCO Dynamic Income Fund Common Stock
PDM,"Piedmont Office Realty Trust, Inc. Class A Common Stock"
PDS,Precision Drilling Corporation Common Stock
PDT,John Hancock Premium Dividend Fund
PE,"Parsley Energy, Inc. Class A Common Stock"
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest
PEB$A,Pebblebrook Hotel Trust PFD SER A
PEB$B,Pebblebrook Hotel Trust Preferred Series B
PEB$C,Pebblebrook Hotel Trust 6.50% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest
PEG,Public Service Enterprise Group Incorporated Common Stock
PEI,Pennsylvania Real Estate Investment Trust Common Stock
PEI$A,Pennsylvania Real Estate Investment Trust PFD sh CL A
PEI$B,Pennsylvania Real Estate Investment Trust Cumulative Redeemable Perpetual Preferred Shares Series B
PEO,Petroleum Resources Corporation Common Stock
PEP,"Pepsico, Inc. Common Stock"
PER,SandRidge Permian Trust Common Units of Benficial Interest
PES,Pioneer Energy Services Corp. Common Stk
PF,"Pinnacle Foods, Inc. Common Stock"
PFD,Flaherty & Crumrine Preferred Income Fund Incorporated Common Stock
PFE,"Pfizer, Inc. Common Stock"
PFG,Principal Financial Group Inc Common Stock
PFG$B,"Principal Financial Group, Inc. 6.518% Series B Non"
PFH,Cabco Tr Jcp 7.625 Common Stock
PFK,Prudential Financial Inflation
PFL,PIMCO Income Strategy Fund Shares of Beneficial Interest
PFN,PIMCO Income Strategy Fund II
PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Incorporated Common Stock
PFS,"Provident Financial Services, Inc Common Stock"
PFSI,"PennyMac Financial Services, Inc. Class A Common Stock"
PFX,"Phoenix Companies, Inc. Phoenix Companies Inc 7.45% Pfd"
PG,Procter & Gamble Company (The) Common Stock
PGEM,"Ply Gem Holdings, Inc. Common Stock"
PGH,Pengrowth Energy Corporation
PGI,"Premiere Global Services, Inc."
PGN,Paragon Offshore plc Ordinary Shares
PGP,Pimco Global Stocksplus & Income Fund Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest
PGR,Progressive Corporation (The) Common Stock
PGRE,"Paramount Group, Inc. Common Stock"
PGZ,Principal Real Estate Income Fund Common Shares of Beneficial Interest
PH,Parker
PHD,Pioneer Floating Rate Trust Pioneer Floating Rate Trust Shares of Beneficial Interest
PHG,Koninklijke Philips N.V. NY Registry Shares
PHH,PHH Corp Common Stock
PHI,Philippine Long Distance Telephone Company Sponsored ADR
PHK,Pimco High Income Fund Pimco High Income Fund
PHM,"PulteGroup, Inc. Common Stock"
PHT,Pioneer High Income Trust Common Shares of Beneficial Interest
PHX,Panhandle Oil and Gas Inc Common Stock
PII,Polaris Industries Inc. Common Stock
PIM,Putnam Master Intermediate Income Trust Common Stock
PIR,"Pier 1 Imports, Inc. Common Stock"
PIY,Preferred Plus Trust (Ser CZN) Preferred Plus Trust Ser CZN
PJC,Piper Jaffray Companies Common Stock
PJH,"Prudential Financial, Inc. 5.75% Junior Subordinated Notes due 2052"
PJS,PreferredPlus Trust Ser FAR 1 Tr Ctf
PKD,Parker Drilling Company Common Stock
PKE,Park Electrochemical Corporation Common Stock
PKG,Packaging Corporation of America Common Stock
PKI,"PerkinElmer, Inc. Common Stock"
PKO,Pimco Income Opportunity Fund Common Shares of Beneficial Interest
PKX,POSCO Common Stock
PKY,"Parkway Properties, Inc. Common Stock"
PL,Protective Life Corporation Common Stock
PL$B,Protective Life Corporation PLC Capital Trust V Trust Originated Preferred Securities (TOPRS)
PL$C,Protective Life Corporation 6.25% Subordinated Debentures due 2042
PL$E,Protective Life Corporation 6.00% Subordinated Debentures due 2042
PLD,"ProLogis, Inc. Common Stock"
PLL,Pall Corporation Common Stock
PLOW,"Douglas Dynamics, Inc. Common Stock"
PLT,"Plantronics, Inc. Common Stock"
PM,Philip Morris International Inc Common Stock
PMC,Pharmerica Corporation Common Stock
PMF,PIMCO Municipal Income Fund Common Stock
PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest
PMM,Putnam Managed Municipal Income Trust Common Stock
PMO,Putnam Municipal Opportunities Trust Common Stock
PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest
PMX,PIMCO Municipal Income Fund III Common Shares of Beneficial Interest
PNC,"PNC Financial Services Group, Inc. (The) Common Stock"
PNC$P,"PNC Financial Services Group, Inc. (The) Depositary Shares Representing 1/4000th Perpetual Preferred Series P"
PNC$Q,"PNC Financial Services Group, Inc. (The) Depositary Shares Representing 1/4000th Perpetual Preferred Shares Series Q"
PNC.W,"PNC Financial Services Group, Inc. Warrant expiring December 31, 2018"
PNF,PIMCO New York Municipal Income Fund Common Stock
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest
PNK,"Pinnacle Entertainment, Inc. Common Stock"
PNM,"PNM Resources, Inc. (Holding Co.) Common Stock"
PNR,Pentair plc. Ordinary Share
PNTA,PennantPark Investment Corporation 6.25% Senior Notes due 2025
PNW,Pinnacle West Capital Corporation Common Stock
PNX,"Phoenix Companies, Inc. (The) Common Stock"
PNY,"Piedmont Natural Gas Company, Inc. Common Stock"
POL,PolyOne Corporation Common Stock
POM,"PEPCO Holdings, Inc Common Stock"
POR,Portland General Electric Co Common Stock
POST,"Post Holdings, Inc. Common Stock"
POT,Potash Corporation of Saskatchewan Inc. Common Stock
POWR,"PowerSecure International, Inc. Common Stock"
PPG,"PPG Industries, Inc. Common Stock"
PPL,PP&L Corporation Common Stock
PPO,Polypore International Inc Common Stock
PPP,Primero Mining Corp.  New Common Shares (Canada)
PPR,Voya Prime Rate Trust Shares of Beneficial Interest
PPS,"Post Properties, Inc. Common Stock"
PPS$A,"Post Properties, Inc. Preferred Stock"
PPT,Putnam Premier Income Trust Common Stock
PPX,"PPL Capital Funding, Inc. 2013 Series B Junior Subordinated Notes due 2073"
PQ,Petroquest Energy Inc Common Stock
PRA,ProAssurance Corporation Common Stock
PRE,PartnerRe Ltd. Common Stock
PRE$D,PartnerRe Ltd. Preferred Series D 6.5% (Bermuda)
PRE$E,PartnerRe Ltd. PFD SER E (Bermuda)
PRE$F,PartnerRe Ltd. Redeemable Preferred Shares Series F (Bermuda)
PRGO,Perrigo Company plc Ordinary Shares
PRH,"Prudential Financial, Inc. 5.70% Junior Subordinated Notes due 2053"
PRI,"Primerica, Inc. Common Stock"
PRLB,"Proto Labs, Inc. Common stock"
PRO,"PROS Holdings, Inc. Common Stock"
PRU,"Prudential Financial, Inc. Common Stock"
PRY,Prospect Capital Corporation 6.95% Senior Notes due 2022
PSA,Public Storage Common Stock
PSA$A,"Public Storage Depositary Shares each representing 1/1,000 of a 5.875% Cumulative Preferred SBI, Series A"
PSA$O,Public Storage Depositary Shares Representing 1/1000% Cumulative Pfd Sh Ben Int Series O
PSA$P,Public Storage DEPOSITARY SHS REPSTG % CUMULATIVE PFD SHS BEN INT (SER P)
PSA$Q,Public Storage DEPOSITARY SHS REPSTG 1/1000TH PFD SHS BEN INT SER Q
PSA$R,Public Storage Depository Sh Repstg 1/1000th Pfd Ser R
PSA$S,Public Storage DEP SH REPSTG PFD SH BEN INT SER S
PSA$T,Public Storage Depository Shares Representing 1/1000 Pfd Shares Beneficial Interest Series T
PSA$U,Public Storage Depositary Shares Representing 1/1000 Preferred Benerficial Interest Series U
PSA$V,Public Storage Dep Shs Repstg 1/1000th Pfd Sh Ben Int Ser V
PSA$W,Public Storage Depositary Shares Representing 1/1000 Preferred Shares of Benficial Interest Series W
PSA$X,Public Storage Depositary Shares Representing 1/1000th Cumulative Preferred Shares Beneficial Interest Series X
PSA$Y,Public Storage Dep Shs Repstg 1/1000th Pfd Sh Ben Int Ser Y
PSA$Z,Public Storage Dep Shs Representing 1/1000th Pfd Sh Ben Int Ser Z
PSB,"PS Business Parks, Inc. Common Stock"
PSB$R,"PS Business Parks, Inc. Depositary Shares, Each representing 1/1,000 of a share of 6.875% Cumulative Preferred stock, Series R, $0.01 par"
PSB$S,"PS Business Parks, Inc. Depositary Shares, each representing 1/1,000 of a share of 6.45% Cumulative Preferred Stock"
PSB$T,"PS Business Parks, Inc. Depositary Shares Representing 1/1000th Preferred Series T"
PSB$U,"PS Business Parks, Inc. Dep Shs Repstg 1/1000 Pfd Ser U"
PSB$V,"PS Business Parks, Inc. Depositary Shares Represting 1/1000th Shares Cumulative Preferred Stock Series V"
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc. Common Stock"
PSG,Performance Sports Group Ltd. Ordinary Shares (Canada)
PSO,"Pearson, Plc Common Stock"
PSX,Phillips 66 Common Stock
PSXP,Phillips 66 Partners LP Common Units representing limited partner interest in the Partnership
PT,"Portugal Telecom SGPS, S.A . Common Stock"
PTP,"Platinum Underwriters Holdings, Ltd"
PTR,PetroChina Company Limited Common Stock
PTY,Pimco Corporate & Income Opportunity Fund
PUK,Prudential Public Limited Company Common Stock
PUK$,Prudential Public Limited Company 6.75% Perpetual Subordinated Captial Security
PUK$A,Prudential Public Limited Company 6.50% Perpetual Subordinated Capital Securities Exchangeable at the Issuer's Option Into Non
PVA,Penn Virginia Corporation Common Stock
PVG,"Pretium Resources, Inc. Ordinary Shares (Canada)"
PVH,PVH Corp. Common Stock
PVTD,"PrivateBancorp, Inc. 7.125% Subordinated Debentures due 2042"
PWE,Penn West Petroleum Ltd
PWR,"Quanta Services, Inc. Common Stock"
PX,"Praxair, Inc. Common Stock"
PXD,Pioneer Natural Resources Company Common Stock
PYB,PPlus Trust Series GSG
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest
PYS,Merrill Lynch Depositor Inc PPlus Tr Ser RRD
PYT,PPlus Tr GSC
PZB,"Merrill Lynch Depositor, Inc. Merrill Lynch Depositor, Inc. PPLUS Class A 6.7% Callable Trust Certificates, Series LTD"
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest
PZE,Petrobras Argentina S.A. ADS
PZN,Pzena Investment Management Inc Class A Common Stock
Q,Quintiles Transnational Holdings Inc. Common Stock
QEP,"QEP Resources, Inc. Common Stock"
QEPM,"QEP Midstream Partners, LP Common Units representing Limited Partner Interests"
QIHU,"Qihoo 360 Technology Co. Ltd. American Depositary Shares, every 2 of which representing three Class A Ordinary Shares"
QSR,Restaurant Brands International Inc. Common Shares
QTM,Quantum Corporation Common Stock
QTS,"QTS Realty Trust, Inc. Class A Common Stock"
QTWO,"Q2 Holdings, Inc. Common Stock"
QUAD,"Quad Graphics, Inc Class A Common Stock"
R,"Ryder System, Inc. Common Stock"
RAD,Rite Aid Corporation Common Stock
RAI,Reynolds American Inc Common Stock
RALY,Rally Software Development Corp. Common Stock
RAS,RAIT Financial Trust New Common Shares of Beneficial Interest
RAS$A,RAIT Financial Trust  7.75% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest
RAS$B,RAIT Financial Trust 8.375% Series B Cumulative Redeemable Preferred Shares of Beneficial Interest
RAS$C,RAIT Financial Trust 8.875% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest
RATE,"Bankrate, Inc. Common Stock"
RAX,"Rackspace Hosting, Inc Common Stock"
RBA,Ritchie Bros. Auctioneers Incorporated Common Stock
RBC,Regal Beloit Corporation Common Stock
RBS,Royal Bank of Scotland Group Plc New (The) ADS
RBS$E,RBS Capital Funding Trust V
RBS$F,Royal Bank of Scotland Group Plc (The) Preferred Stock
RBS$G,RBS Capital Funding Trust VII
RBS$H,Royal Bank of Scotland Group Plc (The) Preferred Stock
RBS$I,RBS Capital Funding Trust VI
RBS$L,Royal Bank of Scotland Group Plc (The) ADR representing One Non
RBS$M,Royal Bank of Scotland Group Plc (The) ADS Series M
RBS$N,Royal Bank of Scotland Group Plc (The) Royal Bank of Scotland Group PLC (The) American Depositary Shares (each representing One Non
RBS$P,Royal Bank of Scotland Group Plc (The) ADR representing Preferred Shares Series P
RBS$Q,Royal Bank of Scotland Group Plc (The) ADR repstg Pref Shs Ser Q
RBS$R,Royal Bank of Scotland Group Plc (The) ADR repstg USD Pfd Shs Ser R (United Kingdom)
RBS$S,Royal Bank of Scotland Group Plc (The) Sponsored ADR Repstg Pref Ser S (United Kingdom)
RBS$T,Royal Bank of Scotland Group Plc (The) Sponsored ADR Representing Pfef shs ser T (United Kingdom)
RCAP,RCS CAPITAL CORPORATION Common Stock
RCI,"Rogers Communication, Inc. Common Stock"
RCL,Royal Caribbean Cruises Ltd. Common Stock
RCS,"PIMCO Strategic Income Fund, Inc."
RDC,Rowan Companies plc Class A Ordinary Shares
RDN,Radian Group Inc. Common Stock
RDS.A,Royal Dutch Shell PLC Royal Dutch Shell American Depositary Shares (Each representing two Class A Ordinary Shares)
RDS.B,Royal Dutch Shell PLC Royal Dutch Shell PLC American Depositary Shares (Each representing two Class B Ordinary Shares)
RDY,Dr. Reddy's Laboratories Ltd Common Stock
RE,"Everest Re Group, Ltd. Common Stock"
REG,Regency Centers Corporation Common Stock
REG$F,Regency Centers Corporation Cumulative Red Preferred Series 6%
